"","Avg.open.flowers.per.inflorescence","Total.inflorescenses","Honeybees","Volume","Sugar_conc","Sugar_content","Volume_var","Sugar_conc_var","Sugar_content_var","Temperature","Speed","Solar","Clustered","Pair","Plant.Number","Experiment.Week","Size","Date","East","Visits"
"18",1.44715803134222,0.954242509439325,0.602059991327962,-0.477121254684919,-0.21838821750685,-0.638691975017,-1.81157500580111,-0.940598668172692,-1.57615299946027,1.9304395947667,0.431363764158987,2.9278193125545,0,3,1,2,"Small","5/23/2017",0,FALSE
"19",1.65321251377534,1.60205999132796,1.7160033436348,-0.051152522432181,-0.166656166573081,-0.295611134845061,-0.34964524999473,-1.36546769384136,-1.39903955547094,1.79239168949825,-1,-0.204119982655925,1,4,2,2,"Large","5/23/2017",0,TRUE
"20",1.69897000433602,0.903089986991944,1.41497334797082,-0.0720026613293708,-0.224483849098379,-0.314556848184696,-1.09400851253529,-1.61529761029432,-1.82812848580604,1.95712819767681,0.544068044350276,3.00135505408497,1,4,1,2,"Small","5/23/2017",0,FALSE
"21",1.38381536598043,1.69897000433602,0.903089986991944,-0.228943566364607,-0.350178536775435,-0.574653750025842,-2.61775498041038,-1.90923069084551,-2.11642714061587,1.93751789201735,0.431363764158987,2.96112434346939,0,5,2,2,"Large","5/23/2017",0,FALSE
"22",1.56820172406699,0.903089986991944,1.23044892137827,-0.380211241718555,-0.204954629578875,-0.579792041339876,-1.12639328601124,-1.39772074531801,-1.34450173726862,1.93500315145365,0.255272505103306,2.91149052901838,0,5,1,2,"Small","5/23/2017",0,FALSE
"23",1.60422605308447,1.17609125905568,1.44715803134222,-0.338818556547064,-0.2506038346353,-0.636570842451947,-1.51738443469721,-1.34006604838721,-2.41525086080174,1.94250410616808,0.544068044350276,2.9751444816831,1,6,2,2,"Large","5/23/2017",0,TRUE
"24",1.48287358360875,1.04139268515823,1.60205999132796,-0.277548899829087,-0.335546071418842,-0.541987817663012,-0.949369063191619,-1.34329421092428,-1.32615574235373,1.96331551138611,0.431363764158987,3.01151758077914,1,6,2,2,"Small","5/23/2017",0,TRUE
"25",1.62531245096167,1.77085201164214,0.778151250383644,-0.0332066625751431,-0.354507560286119,-0.368450545215619,-0.773178406359269,-2.09233211331791,-1.28393900576536,1.79098847508882,0.785329835010767,2.49048521627764,0,1,1,2,"Large","5/25/2017",1,TRUE
"26",1.2148438480477,1.20411998265592,0,0.118099312084612,-0.430260682542927,-0.392701386712282,-0.457796976904706,-1.48257303701612,-2.07078401953899,1.79028516403324,0.785329835010767,2.47439839638419,0,1,1,2,"Small","5/25/2017",1,FALSE
"28",1.39794000867204,0.954242509439325,0,0.187990482336609,-0.250263684430939,-0.0526479815504756,-0.15177761163092,-1.79533748825178,-0.526706813985101,1.79028516403324,0.785329835010767,2.47439839638419,1,2,1,2,"Small","5/25/2017",1,FALSE
"29",1.81690383937566,1.65321251377534,0.477121254719662,-0.149762320243408,-0.283715733172668,-0.479461883659259,-0.789095082891515,-1.49458216451313,-1.47495299215234,1.78887511577542,0.89209460269048,2.48872693662131,0,3,1,2,"Large","5/25/2017",0,FALSE
"30",1.3384564936046,0.954242509439325,0,-0.477121254684919,-0.21838821750685,-0.638691975017,-1.81157500580111,-0.940598668172692,-1.57615299946027,1.79028516403324,0.785329835010767,2.47439839638419,0,3,1,2,"Small","5/25/2017",0,FALSE
"31",1.86923171973098,1.57978359661681,0.602059991327962,-0.051152522432181,-0.166656166573081,-0.295611134845061,-0.34964524999473,-1.36546769384136,-1.39903955547094,1.78887511577542,0.89209460269048,2.5127177406436,1,4,2,2,"Large","5/25/2017",0,TRUE
"32",1.75281643118827,0.954242509439325,0.778151250383644,-0.0720026613293708,-0.224483849098379,-0.314556848184696,-1.09400851253529,-1.61529761029432,-1.82812848580604,1.7481880270062,0.716003343634799,-0.204119982655925,1,4,1,2,"Small","5/25/2017",0,TRUE
"33",1.42488163663107,1.65321251377534,0.698970004336019,-0.228943566364607,-0.350178536775435,-0.574653750025842,-2.61775498041038,-1.90923069084551,-2.11642714061587,1.78887511577542,0.89209460269048,2.48872693662131,0,5,2,2,"Large","5/25/2017",0,TRUE
"34",1.50514997831991,0.845098040014257,0.477121254719662,-0.380211241718555,-0.204954629578875,-0.579792041339876,-1.12639328601124,-1.39772074531801,-1.34450173726862,1.79028516403324,0.785329835010767,2.47439839638419,0,5,1,2,"Small","5/25/2017",0,FALSE
"35",1.68484536164441,1.17609125905568,0.698970004336019,-0.338818556547064,-0.2506038346353,-0.636570842451947,-1.51738443469721,-1.34006604838721,-2.41525086080174,1.78887511577542,0.89209460269048,2.5127177406436,1,6,2,2,"Large","5/25/2017",0,TRUE
"36",1.57978359661681,1,0.778151250383644,-0.277548899829087,-0.335546071418842,-0.541987817663012,-0.949369063191619,-1.34329421092428,-1.32615574235373,1.7481880270062,0.716003343634799,-0.204119982655925,1,6,2,2,"Small","5/25/2017",0,TRUE
"37",1.48855071650044,1.73239375982297,1.60205999132796,0.122670875152478,-0.276399868276168,-0.234445268982144,-0.151295165181532,-1.33201849859248,-1.05840069059716,1.8394780473742,0.544068044350276,2.8040542013505,0,1,1,3,"Large","5/30/2017",1,TRUE
"38",1.08635983067475,1.20411998265592,1.04139268515823,0.167973368833501,-0.315590494568697,-0.215883175132456,0.151400710859917,-1.58767952428596,-0.790457686412142,1.82994669594164,0.431363764158987,2.74673147623262,0,1,1,3,"Small","5/30/2017",1,FALSE
"39",1.67024585307412,1.50514997831991,1.69019608002851,0.104088597635179,-0.276701047461633,-0.180456064458131,0.0721263442209599,-1.98095008294722,-0.493130460372687,1.8394780473742,0.544068044350276,2.8040542013505,1,2,1,3,"Large","5/30/2017",1,TRUE
"40",1.60422605308447,0.903089986991944,1.11394335230684,0.227243781503063,-0.382289235742901,-0.152710176740176,-0.0235282223735671,-2.11660353333247,-0.868554900683656,1.82994669594164,0.431363764158987,2.74673147623262,1,2,1,3,"Small","5/30/2017",1,FALSE
"41",1.64345267648619,1.6232492903979,1.56820172406699,0.116026303455129,-0.364292026178529,-0.246883943779558,-1.57516371812663,-2.64587127339453,-1.94548104358211,1.82994669594164,0.431363764158987,2.74673147623262,0,3,1,3,"Large","5/30/2017",0,TRUE
"42",1.29666519026153,0.698970004336019,0.477121254719662,0.178257320812189,-0.364761815222189,-0.225923482514344,-0.0427320133175737,-1.88443523127465,-0.846664657946294,1.84198480459011,0.544068044350276,2.61739354574885,0,3,1,3,"Small","5/30/2017",0,FALSE
"43",1.7979596437372,1.36172783601759,1.73239375982297,0.0721119752659088,-0.263997293998038,-0.201174618978827,-0.788487110184643,-2.34484971177425,-1.46779126546314,1.86033800657099,0.716003343634799,2.96349269007161,1,4,2,3,"Large","5/30/2017",0,TRUE
"44",1.56110138364906,0.903089986991944,1.44715803134222,0.289059138026591,-0.330329349334133,-0.0587790430185469,-0.0511692753408453,-2.42837179514896,-0.884507282403811,1.85125834871908,0.643452676486187,2.98368265606249,1,4,2,3,"Small","5/30/2017",0,FALSE
"49",1.28780172993023,1.76342799356294,1.57978359661681,0.122670875152478,-0.276399868276168,-0.234445268982144,-0.151295165181532,-1.33201849859248,-1.05840069059716,1.88081359228079,0.544068044350276,2.92201142460606,0,1,1,3,"Large","6/2/2017",1,TRUE
"50",0.716003343634799,1.17609125905568,0,0.167973368833501,-0.315590494568697,-0.215883175132456,0.151400710859917,-1.58767952428596,-0.790457686412142,1.88986172125819,0.716003343634799,2.94847409527154,0,1,1,3,"Small","6/2/2017",1,FALSE
"51",1.54406804435028,1.36172783601759,1.75587485567249,0.104088597635179,-0.276701047461633,-0.180456064458131,0.0721263442209599,-1.98095008294722,-0.493130460372687,1.8733206018154,0.255272505103306,2.87397416775049,1,2,1,3,"Large","6/2/2017",1,TRUE
"52",1.51851393987789,0.845098040014257,1.17609125905568,0.227243781503063,-0.382289235742901,-0.152710176740176,-0.0235282223735671,-2.11660353333247,-0.868554900683656,1.86153441085904,0.544068044350276,2.84934262226953,1,2,1,3,"Small","6/2/2017",1,FALSE
"53",1.78390357927273,1.57978359661681,1.25527250510331,0.116026303455129,-0.364292026178529,-0.246883943779558,-1.57516371812663,-2.64587127339453,-1.94548104358211,1.88649072517248,0.255272505103306,2.90342914708876,0,3,1,3,"Large","6/2/2017",0,FALSE
"54",0.89209460269048,0.698970004336019,0,0.178257320812189,-0.364761815222189,-0.225923482514344,-0.0427320133175737,-1.88443523127465,-0.846664657946294,1.88081359228079,0.544068044350276,2.92201142460606,0,3,1,3,"Small","6/2/2017",0,FALSE
"55",1.81954393554187,1.34242268082221,1.65321251377534,0.0721119752659088,-0.263997293998038,-0.201174618978827,-0.788487110184643,-2.34484971177425,-1.46779126546314,1.89762709129044,0.89209460269048,2.98649181515768,1,4,2,3,"Large","6/2/2017",0,TRUE
"56",1.47421626407626,1,1.20411998265592,0.289059138026591,-0.330329349334133,-0.0587790430185469,-0.0511692753408453,-2.42837179514896,-0.884507282403811,1.88592633980143,0.838849090737255,2.96467203765826,1,4,2,3,"Small","6/2/2017",0,FALSE
